Longitude,Latitude,Lote,Conjunto de datos,Producto,Id obj.,EC Sperficial(dS/m),EC SubSuperficial(dS/m),Elevation(m),(seco)Masa de rend.(tonne/ha),MO del suelo(%),pH del suelo((1))
-63.95607840,-31.31070477,1,nutrientes,NO Product,257,15.68,7.578,354.83,1.541,2.174,6.578
-63.95607840,-31.31053379,1,nutrientes,NO Product,258,15.59,7.583,354.79,1.603,2.196,6.587
-63.95607840,-31.31035380,1,nutrientes,NO Product,259,15.72,7.701,354.75,1.636,2.217,6.596
-63.95607840,-31.31017381,1,nutrientes,NO Product,260,16.28,8.008,354.71,1.745,2.237,6.602
-63.95607840,-31.30998483,1,nutrientes,NO Product,261,17.01,8.367,354.67,1.736,2.252,6.606
-63.95607840,-31.30980484,1,nutrientes,NO Product,262,17.92,8.962,354.64,1.740,2.263,6.606
-63.95607840,-31.30963386,1,nutrientes,NO Product,263,18.46,9.240,354.62,1.648,2.268,6.601
-63.95607840,-31.30945387,1,nutrientes,NO Product,264,18.56,9.328,354.60,1.520,2.267,6.593
-63.95607840,-31.30927389,1,nutrientes,NO Product,265,18.31,9.182,354.58,1.575,2.261,6.581
-63.95608893,-31.30910503,1,nutrientes,NO Product,266,17.37,8.666,354.55,1.212,2.251,6.567
-63.95616710,-31.30882886,1,nutrientes,NO Product,267,16.51,8.068,354.49,1.084,2.239,6.552
-63.95607840,-31.30872493,1,nutrientes,NO Product,268,15.78,7.603,354.44,1.028,2.226,6.536
-63.95607840,-31.30854494,1,nutrientes,NO Product,269,15.92,7.484,354.42,1.309,2.212,6.520
-63.95607840,-31.30836496,1,nutrientes,NO Product,270,16.20,7.566,354.43,1.309,2.200,6.506
-63.95607840,-31.30819397,1,nutrientes,NO Product,271,16.67,7.732,354.45,1.507,2.191,6.493
-63.95607840,-31.30800499,1,nutrientes,NO Product,272,16.92,7.919,354.48,1.404,2.185,6.484
-63.95607840,-31.30782500,1,nutrientes,NO Product,273,16.87,8.058,354.50,1.387,2.184,6.478
-63.95607840,-31.30764502,1,nutrientes,NO Product,274,16.58,8.179,354.52,1.347,2.188,6.475
-63.95607840,-31.30747403,1,nutrientes,NO Product,275,16.15,8.228,354.53,1.356,2.195,6.475
-63.95612054,-31.30733004,1,nutrientes,NO Product,276,15.75,8.232,354.55,1.271,2.206,6.477
-63.95616036,-31.30713374,1,nutrientes,NO Product,277,15.42,8.254,354.56,1.233,2.221,6.480
-63.95599772,-31.30595170,1,nutrientes,NO Product,278,15.11,7.757,354.29,1.327,2.371,6.534
-63.95607840,-31.30585416,1,nutrientes,NO Product,279,15.19,7.761,354.30,1.377,2.404,6.547
-63.95607840,-31.30566517,1,nutrientes,NO Product,280,15.39,7.726,354.28,1.549,2.438,6.560
-63.95607840,-31.30549419,1,nutrientes,NO Product,281,15.68,7.714,354.27,1.645,2.472,6.574
-63.95607840,-31.30530520,1,nutrientes,NO Product,282,16.14,7.734,354.24,1.754,2.507,6.586
-63.95607840,-31.30513422,1,nutrientes,NO Product,283,16.60,7.736,354.21,1.826,2.541,6.598
-63.95607840,-31.30495423,1,nutrientes,NO Product,284,16.81,7.734,354.17,1.763,2.574,6.606
-63.95607840,-31.30477425,1,nutrientes,NO Product,285,16.80,7.674,354.13,1.720,2.606,6.612
-63.95607840,-31.30458526,1,nutrientes,NO Product,286,16.70,7.692,354.09,1.661,2.637,6.614
-63.95607840,-31.30440528,1,nutrientes,NO Product,287,16.57,7.685,354.05,1.620,2.668,6.613
-63.95607840,-31.30422529,1,nutrientes,NO Product,288,16.37,7.684,354.00,1.627,2.699,6.610
-63.95607840,-31.30404530,1,nutrientes,NO Product,289,16.21,7.678,353.96,1.660,2.731,6.604
-63.95607840,-31.30387432,1,nutrientes,NO Product,290,16.08,7.644,353.92,1.711,2.763,6.589
-63.95606787,-31.30368533,1,nutrientes,NO Product,291,15.94,7.606,353.87,1.766,2.800,6.580
-63.95607840,-31.30351435,1,nutrientes,NO Product,292,15.90,7.609,353.83,1.741,2.844,6.575
-63.95607840,-31.30333436,1,nutrientes,NO Product,293,15.82,7.540,353.78,1.736,2.886,6.565
-63.95607840,-31.30314538,1,nutrientes,NO Product,294,15.68,7.407,353.73,1.753,2.932,6.558
-63.95607840,-31.30296539,1,nutrientes,NO Product,295,15.59,7.264,353.68,1.727,2.977,6.551
-63.95607840,-31.30279440,1,nutrientes,NO Product,296,15.51,7.176,353.61,1.812,3.021,6.548
-63.95607840,-31.30261442,1,nutrientes,NO Product,297,15.64,7.217,353.54,1.838,3.063,6.549
-63.95607840,-31.30243443,1,nutrientes,NO Product,298,16.19,7.487,353.47,1.922,3.094,6.550
-63.95607840,-31.30224545,1,nutrientes,NO Product,299,17.17,8.009,353.39,1.993,3.134,6.556
-63.95607840,-31.30206546,1,nutrientes,NO Product,300,18.55,8.825,353.31,2.089,3.179,6.558
-63.95607840,-31.30188548,1,nutrientes,NO Product,301,20.22,9.878,353.25,2.124,3.219,6.563
-63.95606787,-31.30171449,1,nutrientes,NO Product,302,21.63,10.72,353.19,2.147,3.259,6.568
-63.95607840,-31.30152551,1,nutrientes,NO Product,303,22.46,11.18,353.13,2.116,3.297,6.571
-63.95607840,-31.30135452,1,nutrientes,NO Product,304,22.06,11.08,353.08,2.208,3.329,6.575
-63.95607840,-31.30116553,1,nutrientes,NO Product,305,21.14,10.58,353.04,2.340,3.356,6.575
-63.95607840,-31.30099455,1,nutrientes,NO Product,306,19.80,9.771,353.01,2.444,3.374,6.573
-63.95607840,-31.30080556,1,nutrientes,NO Product,307,18.71,9.047,352.98,2.417,3.384,6.568
-63.95607840,-31.30063458,1,nutrientes,NO Product,308,17.96,8.535,352.96,2.341,3.387,6.562
-63.95607840,-31.30045459,1,nutrientes,NO Product,309,17.54,8.194,352.94,2.308,3.378,6.553
-63.95607840,-31.30027461,1,nutrientes,NO Product,310,17.63,8.124,352.93,2.302,3.371,6.544
-63.95607840,-31.30009462,1,nutrientes,NO Product,311,17.78,8.256,352.91,2.332,3.362,6.536
-63.95606787,-31.29990564,1,nutrientes,NO Product,312,18.02,8.440,352.88,2.313,3.351,6.528
-63.95607840,-31.29973465,1,nutrientes,NO Product,313,18.10,8.659,352.86,2.191,3.337,6.523
-63.95607840,-31.29955466,1,nutrientes,NO Product,314,18.15,8.897,352.84,2.026,3.320,6.523
-63.95607840,-31.29936568,1,nutrientes,NO Product,315,18.24,9.267,352.82,1.834,3.297,6.532
-63.95607840,-31.29919469,1,nutrientes,NO Product,316,18.43,9.609,352.82,1.708,3.266,6.554
-63.95607840,-31.29901471,1,nutrientes,NO Product,317,18.56,9.782,352.82,1.697,3.226,6.594
-63.95607840,-31.29882572,1,nutrientes,NO Product,318,18.45,9.598,352.83,1.832,3.181,6.639
-63.95607840,-31.29865474,1,nutrientes,NO Product,319,18.23,9.250,352.85,1.949,3.134,6.687
-63.95606787,-31.29846575,1,nutrientes,NO Product,320,17.61,8.696,352.87,1.920,3.086,6.734
-63.95607840,-31.29829476,1,nutrientes,NO Product,321,17.32,8.270,352.90,1.786,3.041,6.778
-63.95607840,-31.29811478,1,nutrientes,NO Product,322,16.94,7.931,352.94,1.663,2.999,6.815
-63.95607840,-31.29792579,1,nutrientes,NO Product,323,16.60,7.807,352.99,1.515,2.961,6.846
-63.95607840,-31.29775481,1,nutrientes,NO Product,324,16.60,7.927,353.04,1.391,2.926,6.871
-63.95607840,-31.29756582,1,nutrientes,NO Product,325,16.66,8.109,353.09,1.257,2.895,6.889
-63.95607840,-31.29738584,1,nutrientes,NO Product,326,16.48,8.180,353.11,1.111,2.895,6.919
-63.95608893,-31.29723161,1,nutrientes,NO Product,327,16.48,8.287,353.14,1.010,2.873,6.930
-63.95590985,-31.31821716,1,nutrientes,NO Product,328,16.89,7.845,354.48,1.341,2.490,6.481
-63.95586772,-31.31809318,1,nutrientes,NO Product,329,16.95,7.871,354.49,1.379,2.476,6.464
-63.95585718,-31.31790420,1,nutrientes,NO Product,330,16.95,7.858,354.48,1.521,2.463,6.453
-63.95586772,-31.31772421,1,nutrientes,NO Product,331,17.08,7.857,354.47,1.701,2.450,6.440
-63.95586772,-31.31755322,1,nutrientes,NO Product,332,17.05,7.760,354.46,1.887,2.437,6.426
-63.95586772,-31.31737324,1,nutrientes,NO Product,333,17.09,7.697,354.44,1.983,2.423,6.411
-63.95585718,-31.31719325,1,nutrientes,NO Product,334,17.13,7.635,354.43,1.982,2.411,6.395
-63.95586772,-31.31700427,1,nutrientes,NO Product,335,17.11,7.660,354.41,1.986,2.399,6.382
-63.95586772,-31.31683328,1,nutrientes,NO Product,336,17.05,7.648,354.39,2.003,2.397,6.372
-63.95586772,-31.31664430,1,nutrientes,NO Product,337,17.02,7.719,354.38,2.104,2.381,6.373
-63.95586772,-31.31646431,1,nutrientes,NO Product,338,17.19,7.806,354.36,2.143,2.378,6.377
-63.95586772,-31.31629332,1,nutrientes,NO Product,339,17.44,8.000,354.34,2.192,2.382,6.382
-63.95586772,-31.31611334,1,nutrientes,NO Product,340,17.83,8.244,354.33,2.338,2.381,6.392
-63.95585718,-31.31592435,1,nutrientes,NO Product,341,18.38,8.671,354.32,2.474,2.382,6.402
-63.95586772,-31.31575337,1,nutrientes,NO Product,342,18.99,9.158,354.31,2.624,2.383,6.412
-63.95586772,-31.31556438,1,nutrientes,NO Product,343,19.70,9.724,354.31,2.798,2.385,6.421
-63.95586772,-31.31539340,1,nutrientes,NO Product,344,20.26,10.11,354.31,2.888,2.387,6.430
-63.95585718,-31.31520441,1,nutrientes,NO Product,345,20.57,10.37,354.32,2.847,2.386,6.438
-63.95586772,-31.31502443,1,nutrientes,NO Product,346,20.49,10.30,354.32,2.870,2.379,6.446
-63.95586772,-31.31485344,1,nutrientes,NO Product,347,19.82,9.902,354.34,2.822,2.365,6.454
-63.95586772,-31.31466446,1,nutrientes,NO Product,348,18.93,9.257,354.35,2.615,2.340,6.464
-63.95586772,-31.31449347,1,nutrientes,NO Product,349,18.05,8.766,354.38,2.333,2.315,6.474
-63.95586772,-31.31430448,1,nutrientes,NO Product,350,17.57,8.384,354.41,2.337,2.280,6.480
-63.95586772,-31.31413350,1,nutrientes,NO Product,351,17.29,8.149,354.44,2.254,2.252,6.486
-63.95586772,-31.31395351,1,nutrientes,NO Product,352,17.17,7.984,354.47,2.048,2.224,6.490
-63.95585718,-31.31377353,1,nutrientes,NO Product,353,17.11,7.869,354.50,1.968,2.197,6.493
-63.95586772,-31.31358454,1,nutrientes,NO Product,354,17.22,7.837,354.53,1.857,2.171,6.494
-63.95586772,-31.31341356,1,nutrientes,NO Product,355,17.14,7.765,354.56,1.847,2.147,6.493
-63.95586772,-31.31323357,1,nutrientes,NO Product,356,16.88,7.663,354.58,1.860,2.120,6.496
-63.95585718,-31.31304458,1,nutrientes,NO Product,357,16.37,7.521,354.60,1.888,2.101,6.494
-63.95586772,-31.31287360,1,nutrientes,NO Product,358,15.79,7.383,354.62,1.766,2.086,6.493
-63.95585718,-31.31269361,1,nutrientes,NO Product,359,15.08,7.181,354.64,1.587,2.076,6.493
-63.95586772,-31.31251363,1,nutrientes,NO Product,360,14.37,6.983,354.68,1.357,2.070,6.496
-63.95585718,-31.31233364,1,nutrientes,NO Product,361,14.00,6.846,354.72,1.175,2.068,6.501
-63.95578344,-31.31223545,1,nutrientes,NO Product,362,13.81,6.784,354.73,0.998,2.068,6.507
-63.95580451,-31.31172072,1,nutrientes,NO Product,363,14.93,7.121,354.88,1.629,2.064,6.540
-63.95586772,-31.31160470,1,nutrientes,NO Product,364,15.12,7.215,354.88,1.235,2.074,6.546
-63.95586772,-31.31143371,1,nutrientes,NO Product,365,15.55,7.400,354.86,1.406,2.086,6.552
-63.95585718,-31.31124473,1,nutrientes,NO Product,366,15.83,7.498,354.85,1.416,2.104,6.549
-63.95586772,-31.31107374,1,nutrientes,NO Product,367,16.02,7.596,354.83,1.532,2.122,6.560
-63.95586772,-31.31089376,1,nutrientes,NO Product,368,16.14,7.659,354.81,1.617,2.144,6.572
-63.95586772,-31.31070477,1,nutrientes,NO Product,369,16.14,7.672,354.78,1.686,2.168,6.584
-63.95586772,-31.31053379,1,nutrientes,NO Product,370,16.13,7.704,354.75,1.719,2.194,6.596
-63.95586772,-31.31035380,1,nutrientes,NO Product,371,16.32,7.813,354.71,1.743,2.220,6.607
-63.95585718,-31.31017381,1,nutrientes,NO Product,372,16.71,8.057,354.67,1.739,2.243,6.615
-63.95585718,-31.30998483,1,nutrientes,NO Product,373,17.61,8.561,354.63,1.789,2.262,6.621
-63.95586772,-31.30981384,1,nutrientes,NO Product,374,18.50,9.077,354.60,1.737,2.275,6.621
-63.95586772,-31.30963386,1,nutrientes,NO Product,375,18.85,9.254,354.58,1.672,2.279,6.616
-63.95586772,-31.30945387,1,nutrientes,NO Product,376,18.66,9.193,354.56,1.582,2.276,6.606
-63.95586772,-31.30927389,1,nutrientes,NO Product,377,18.20,9.010,354.55,1.508,2.267,6.592
-63.95587825,-31.30910800,1,nutrientes,NO Product,378,17.14,8.401,354.52,1.228,2.254,6.576
-63.95577924,-31.30883255,1,nutrientes,NO Product,379,16.51,7.938,354.45,1.130,2.238,6.558
-63.95586772,-31.30872493,1,nutrientes,NO Product,380,15.75,7.399,354.40,1.064,2.221,6.539
-63.95586772,-31.30855394,1,nutrientes,NO Product,381,15.95,7.386,354.38,1.215,2.203,6.520
-63.95586772,-31.30836496,1,nutrientes,NO Product,382,16.23,7.458,354.38,1.339,2.187,6.503
-63.95586772,-31.30819397,1,nutrientes,NO Product,383,16.75,7.692,354.41,1.404,2.173,6.488
-63.95586772,-31.30800499,1,nutrientes,NO Product,384,17.05,7.911,354.43,1.368,2.165,6.478
-63.95586772,-31.30783400,1,nutrientes,NO Product,385,16.88,8.039,354.46,1.324,2.163,6.472
-63.95586772,-31.30765402,1,nutrientes,NO Product,386,16.51,8.122,354.49,1.304,2.166,6.469
-63.95586772,-31.30747403,1,nutrientes,NO Product,387,16.05,8.117,354.50,1.269,2.174,6.469
-63.95583611,-31.30731204,1,nutrientes,NO Product,388,15.53,8.103,354.51,1.258,2.184,6.472
-63.95580633,-31.30715615,1,nutrientes,NO Product,389,15.37,8.116,354.52,0.896,2.199,6.476
-63.95578344,-31.30595504,1,nutrientes,NO Product,390,15.14,7.739,354.24,1.450,2.353,6.535
-63.95586772,-31.30585416,1,nutrientes,NO Product,391,15.20,7.785,354.26,1.459,2.388,6.550
-63.95586772,-31.30566517,1,nutrientes,NO Product,392,15.56,7.782,354.24,1.627,2.423,6.565
-63.95586772,-31.30549419,1,nutrientes,NO Product,393,15.91,7.789,354.22,1.761,2.459,6.580
-63.95586772,-31.30531420,1,nutrientes,NO Product,394,16.56,7.850,354.19,1.948,2.495,6.595
-63.95586772,-31.30512522,1,nutrientes,NO Product,395,16.98,7.869,354.15,1.952,2.530,6.609
-63.95586772,-31.30494523,1,nutrientes,NO Product,396,17.27,7.845,354.12,1.918,2.563,6.620
-63.95586772,-31.30477425,1,nutrientes,NO Product,397,17.30,7.812,354.09,1.880,2.595,6.627
-63.95586772,-31.30459426,1,nutrientes,NO Product,398,17.20,7.841,354.04,1.870,2.624,6.629
-63.95585718,-31.30440528,1,nutrientes,NO Product,399,17.05,7.872,354.01,1.865,2.653,6.628
-63.95586772,-31.30423429,1,nutrientes,NO Product,400,16.92,7.911,353.97,1.801,2.682,6.623
-63.95586772,-31.30404530,1,nutrientes,NO Product,401,16.60,7.901,353.92,1.828,2.712,6.617
-63.95586772,-31.30387432,1,nutrientes,NO Product,402,16.47,7.833,353.89,1.892,2.743,6.602
-63.95585718,-31.30369433,1,nutrientes,NO Product,403,16.26,7.791,353.84,1.905,2.778,6.592
-63.95586772,-31.30350535,1,nutrientes,NO Product,404,16.09,7.713,353.80,1.945,2.821,6.584
-63.95586772,-31.30333436,1,nutrientes,NO Product,405,16.01,7.618,353.76,1.888,2.864,6.572
-63.95586772,-31.30315438,1,nutrientes,NO Product,406,15.86,7.470,353.71,1.941,2.912,6.562
-63.95586772,-31.30297439,1,nutrientes,NO Product,407,15.72,7.293,353.65,1.986,2.960,6.553
-63.95586772,-31.30278541,1,nutrientes,NO Product,408,15.56,7.140,353.59,1.993,3.005,6.549
-63.95586772,-31.30261442,1,nutrientes,NO Product,409,15.66,7.112,353.52,2.011,3.047,6.552
-63.95586772,-31.30242543,1,nutrientes,NO Product,410,16.03,7.247,353.44,2.047,3.081,6.556
-63.95586772,-31.30225445,1,nutrientes,NO Product,411,16.76,7.637,353.36,2.080,3.121,6.563
-63.95586772,-31.30207446,1,nutrientes,NO Product,412,18.00,8.311,353.28,2.155,3.167,6.568
-63.95586772,-31.30189448,1,nutrientes,NO Product,413,19.77,9.282,353.20,2.217,3.210,6.574
-63.95586772,-31.30171449,1,nutrientes,NO Product,414,21.41,10.20,353.14,2.155,3.254,6.580
-63.95586772,-31.30152551,1,nutrientes,NO Product,415,22.50,10.84,353.08,2.175,3.297,6.584
-63.95586772,-31.30135452,1,nutrientes,NO Product,416,22.54,10.91,353.03,2.232,3.334,6.589
-63.95586772,-31.30116553,1,nutrientes,NO Product,417,21.89,10.59,352.98,2.366,3.365,6.589
-63.95586772,-31.30098555,1,nutrientes,NO Product,418,20.57,9.970,352.94,2.462,3.385,6.587
-63.95586772,-31.30081456,1,nutrientes,NO Product,419,19.29,9.202,352.91,2.476,3.392,6.582
-63.95586772,-31.30062558,1,nutrientes,NO Product,420,18.46,8.653,352.89,2.433,3.392,6.574
-63.95586772,-31.30045459,1,nutrientes,NO Product,421,17.89,8.253,352.87,2.403,3.381,6.564
-63.95586772,-31.30027461,1,nutrientes,NO Product,422,17.76,8.113,352.85,2.413,3.372,6.553
-63.95586772,-31.30008562,1,nutrientes,NO Product,423,17.92,8.158,352.83,2.443,3.361,6.541
-63.95586772,-31.29991463,1,nutrientes,NO Product,424,18.20,8.380,352.80,2.401,3.350,6.530
-63.95585718,-31.29973465,1,nutrientes,NO Product,425,18.27,8.605,352.77,2.368,3.338,6.520
-63.95586772,-31.29954566,1,nutrientes,NO Product,426,18.33,8.918,352.75,2.138,3.323,6.515
-63.95586772,-31.29937468,1,nutrientes,NO Product,427,18.45,9.338,352.73,1.943,3.301,6.520
-63.95586772,-31.29919469,1,nutrientes,NO Product,428,18.71,9.705,352.73,1.858,3.270,6.543
-63.95586772,-31.29901471,1,nutrientes,NO Product,429,18.79,9.877,352.73,1.821,3.225,6.590
-63.95586772,-31.29883472,1,nutrientes,NO Product,430,18.71,9.695,352.73,1.952,3.172,6.645
-63.95586772,-31.29865474,1,nutrientes,NO Product,431,18.30,9.258,352.74,2.039,3.118,6.704
-63.95586772,-31.29846575,1,nutrientes,NO Product,432,17.90,8.713,352.76,1.987,3.066,6.759
-63.95586772,-31.29828577,1,nutrientes,NO Product,433,17.47,8.277,352.79,1.896,3.017,6.807
-63.95586772,-31.29811478,1,nutrientes,NO Product,434,17.18,8.032,352.83,1.694,2.973,6.848
-63.95586772,-31.29792579,1,nutrientes,NO Product,435,17.09,8.000,352.89,1.603,2.934,6.880
-63.95586772,-31.29774581,1,nutrientes,NO Product,436,17.06,8.102,352.94,1.463,2.900,6.903
-63.95586772,-31.29757482,1,nutrientes,NO Product,437,16.89,8.199,352.99,1.308,2.870,6.920
-63.95586772,-31.29738584,1,nutrientes,NO Product,438,16.84,8.287,353.02,1.078,2.869,6.946
-63.95588878,-31.29723329,1,nutrientes,NO Product,439,16.70,8.341,353.05,0.933,2.849,6.954
-63.95570970,-31.31821134,1,nutrientes,NO Product,440,17.00,7.931,354.41,1.394,2.492,6.488
-63.95565703,-31.31809318,1,nutrientes,NO Product,441,17.04,7.928,354.41,1.474,2.478,6.472
-63.95565703,-31.31791320,1,nutrientes,NO Product,442,17.10,7.938,354.40,1.547,2.464,6.461
-63.95565703,-31.31772421,1,nutrientes,NO Product,443,17.22,7.927,354.39,1.720,2.451,6.448
-63.95565703,-31.31755322,1,nutrientes,NO Product,444,17.28,7.832,354.38,1.903,2.437,6.432
-63.95565703,-31.31737324,1,nutrientes,NO Product,445,17.39,7.798,354.36,1.995,2.423,6.415
-63.95565703,-31.31719325,1,nutrientes,NO Product,446,17.53,7.747,354.35,1.994,2.409,6.396
-63.95565703,-31.31700427,1,nutrientes,NO Product,447,17.61,7.728,354.33,1.990,2.396,6.378
-63.95565703,-31.31683328,1,nutrientes,NO Product,448,17.63,7.763,354.31,2.050,2.389,6.365
-63.95565703,-31.31665330,1,nutrientes,NO Product,449,17.68,7.815,354.30,2.165,2.377,6.366
-63.95565703,-31.31647331,1,nutrientes,NO Product,450,17.68,7.901,354.28,2.284,2.374,6.374
-63.95565703,-31.31629332,1,nutrientes,NO Product,451,18.02,8.175,354.28,2.344,2.377,6.384
-63.95565703,-31.31611334,1,nutrientes,NO Product,452,18.41,8.516,354.27,2.403,2.377,6.396
-63.95565703,-31.31593335,1,nutrientes,NO Product,453,18.89,8.914,354.26,2.446,2.378,6.407
-63.95565703,-31.31574437,1,nutrientes,NO Product,454,19.23,9.348,354.26,2.536,2.381,6.418
-63.95565703,-31.31557338,1,nutrientes,NO Product,455,19.83,9.837,354.26,2.641,2.385,6.428
-63.95564650,-31.31539340,1,nutrientes,NO Product,456,20.31,10.20,354.27,2.795,2.390,6.436
-63.95565703,-31.31520441,1,nutrientes,NO Product,457,20.32,10.27,354.28,2.851,2.395,6.444
-63.95564650,-31.31503343,1,nutrientes,NO Product,458,20.02,10.01,354.29,2.881,2.394,6.451
-63.95565703,-31.31484444,1,nutrientes,NO Product,459,19.45,9.560,354.30,2.745,2.374,6.462
-63.95565703,-31.31467345,1,nutrientes,NO Product,460,18.61,8.979,354.32,2.600,2.344,6.473
-63.95565703,-31.31449347,1,nutrientes,NO Product,461,17.74,8.474,354.34,2.476,2.314,6.483
-63.95565703,-31.31431348,1,nutrientes,NO Product,462,17.31,8.110,354.38,2.350,2.278,6.490
-63.95565703,-31.31413350,1,nutrientes,NO Product,463,17.11,7.903,354.41,2.250,2.248,6.496
-63.95565703,-31.31395351,1,nutrientes,NO Product,464,17.12,7.844,354.44,2.129,2.219,6.500
-63.95565703,-31.31377353,1,nutrientes,NO Product,465,17.23,7.810,354.46,2.054,2.190,6.502
-63.95565703,-31.31359354,1,nutrientes,NO Product,466,17.29,7.832,354.48,2.077,2.163,6.501
-63.95565703,-31.31341356,1,nutrientes,NO Product,467,17.31,7.763,354.51,2.103,2.137,6.500
-63.95565703,-31.31323357,1,nutrientes,NO Product,468,17.07,7.685,354.53,2.058,2.110,6.500
-63.95565703,-31.31304458,1,nutrientes,NO Product,469,16.60,7.529,354.55,2.007,2.088,6.496
-63.95565703,-31.31286460,1,nutrientes,NO Product,470,15.84,7.398,354.56,1.851,2.070,6.493
-63.95565703,-31.31269361,1,nutrientes,NO Product,471,15.04,7.211,354.57,1.619,2.060,6.492
-63.95565703,-31.31251363,1,nutrientes,NO Product,472,14.44,7.036,354.60,1.349,2.055,6.496
-63.95565703,-31.31233364,1,nutrientes,NO Product,473,14.13,6.957,354.63,1.101,2.053,6.501
-63.95559383,-31.31223523,1,nutrientes,NO Product,474,13.88,6.857,354.63,0.713,2.054,6.506
-63.95567810,-31.31172245,1,nutrientes,NO Product,475,15.87,7.381,354.81,1.736,2.051,6.537
-63.95565703,-31.31160470,1,nutrientes,NO Product,476,15.99,7.426,354.80,1.490,2.060,6.543
-63.95565703,-31.31143371,1,nutrientes,NO Product,477,16.13,7.483,354.79,1.544,2.073,6.550
-63.95565703,-31.31125373,1,nutrientes,NO Product,478,16.32,7.584,354.78,1.555,2.090,6.549
-63.95564650,-31.31106474,1,nutrientes,NO Product,479,16.34,7.646,354.76,1.684,2.110,6.561
-63.95565703,-31.31089376,1,nutrientes,NO Product,480,16.46,7.678,354.74,1.778,2.134,6.575
-63.95565703,-31.31070477,1,nutrientes,NO Product,481,16.64,7.748,354.71,1.818,2.161,6.589
-63.95565703,-31.31053379,1,nutrientes,NO Product,482,16.77,7.838,354.68,1.819,2.191,6.603
-63.95565703,-31.31035380,1,nutrientes,NO Product,483,16.97,7.987,354.64,1.861,2.222,6.617
-63.95565703,-31.31017381,1,nutrientes,NO Product,484,17.49,8.230,354.59,1.851,2.251,6.629
-63.95565703,-31.30999383,1,nutrientes,NO Product,485,18.35,8.671,354.56,1.849,2.275,6.637
-63.95565703,-31.30980484,1,nutrientes,NO Product,486,19.18,9.082,354.53,1.834,2.290,6.639
-63.95565703,-31.30963386,1,nutrientes,NO Product,487,19.49,9.271,354.51,1.801,2.294,6.633
-63.95565703,-31.30944487,1,nutrientes,NO Product,488,18.86,9.019,354.50,1.727,2.288,6.620
-63.95565703,-31.30927389,1,nutrientes,NO Product,489,18.32,8.829,354.50,1.653,2.275,6.603
